n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
1,6.72039e+08,1.10851e+08,6.15815e+08,6.16241e+08,6.17015e+08,6.72812e+08,8.38312e+08
2,1.20296e+09,5.07979e+06,1.1955e+09,1.20189e+09,1.20504e+09,1.20612e+09,1.20627e+09
3,2.38576e+09,9.99601e+06,2.37142e+09,2.38295e+09,2.38886e+09,2.39167e+09,2.39392e+09
4,4.84354e+09,6.5899e+06,4.83694e+09,4.83979e+09,4.84241e+09,4.84616e+09,4.8524e+09
