n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
1,5.39968e+08,3.36891e+07,5.32402e+08,5.33835e+08,5.34183e+08,5.34389e+08,7.24535e+08
2,1.22513e+09,3.56212e+06,1.21987e+09,1.22128e+09,1.22697e+09,1.22813e+09,1.2303e+09
3,2.85772e+09,1.67158e+07,2.82418e+09,2.85163e+09,2.86544e+09,2.8687e+09,2.87246e+09
4,4.72591e+09,1.54737e+07,4.70722e+09,4.71007e+09,4.72457e+09,4.74004e+09,4.75317e+09
