n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
10000,128.117,441.147,65,98,109,124,13894
20000,155.526,690.47,82,118,130,146,21956
30000,135.926,21.8738,86,121,132,148,275
40000,134.522,70.6635,80,116,130,143,2246
50000,147.495,21.7545,101,134,145,157,313
60000,137.096,23.5117,92,121,133,149,259
70000,136.417,20.8638,98,123,132,144,301
80000,117.732,17.4596,85,107,115,125,240
90000,131.71,20.7869,84,118,130.5,143,322
100000,146.975,68.4136,97,130,143,158,2193
