n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
10000,282.625,686.065,82,207,247,287,17203
20000,423.917,1216.67,128,285,327,380,25103
30000,578.059,1908.9,127,282,324,367,17305
40000,305.894,71.6709,124,258,300,341,796
50000,302.002,250.426,81,247,288,330,7837
60000,328.955,62.5972,139,286,327,368,594
70000,350.357,59.4137,173,317,354,393,794
80000,334.455,457.585,91,248,295.5,381.25,14452
90000,363.401,147.038,84,268,358,442.25,2817
100000,326.414,64.6932,121,286,327,367,960
